Probe ID,Infinium Design Type,Chromosome,Location (hg19),Strand,Gene Symbol,Effect,Std. Error,Z-value,P-value,FDR,Previously Seen,Small Molecule,Proportion of Effect Attenuation (compared to current vs. never smokers),Sign
cg06826457,II,12,"12,867,669",R,,-0.0024,0.0009,-2.82,0.0049,4.0E-02,1,0,77.5%,-+-+-----+-+-+--
cg22372849,II,7,"1,501,248",R,,-0.0019,0.0007,-2.82,0.0049,4.0E-02,0,0,70.2%,--+-------+-++--
cg04311403,II,1,"236,559,646",F,EDARADD,-0.0040,0.0014,-2.82,0.0049,4.0E-02,1,0,75.4%,--------++-+----
cg24914185,II,2,"200,663,789",R,,0.0017,0.0006,2.82,0.0049,4.0E-02,0,0,64.0%,+++-+-+-++++++-+
cg18419358,II,6,"158,384,009",R,,-0.0042,0.0015,-2.81,0.0049,4.0E-02,0,0,54.3%,---+-------+----
cg22354132,II,1,"55,273,637",R,C1orf177,0.0015,0.0005,2.81,0.0049,4.0E-02,0,0,77.4%,++++++-++++++-++
cg20360286,II,2,"150,222,839",F,LYPD6,0.0022,0.0008,2.81,0.0049,4.0E-02,0,0,59.6%,++-++++++++-+++-
cg21328643,II,3,"37,258,149",R,,0.0022,0.0008,2.81,0.0049,4.0E-02,0,0,57.7%,++-+++-+-+++++++
cg07008193,II,11,"46,318,527",R,CREB3L1,0.0019,0.0007,2.81,0.0049,4.0E-02,0,0,58.6%,+++-+++-++++++-+
cg25327888,I,10,"18,689,440",R,CACNB2,-0.0062,0.0022,-2.81,0.0049,4.0E-02,0,0,60.2%,-?-+?---?+-----+
cg18503052,II,X,"49,028,039",F,PLP2,-0.0040,0.0014,-2.81,0.0049,4.0E-02,0,0,44.5%,--+--??-??-----+
cg16151538,II,20,"33,676,388",R,TRPC4AP,0.0020,0.0007,2.81,0.0049,4.0E-02,0,0,71.7%,++-++-+++-+-++++
cg14422366,II,14,"91,738,087",R,CCDC88C,-0.0010,0.0004,-2.81,0.0049,4.0E-02,1,0,74.0%,-------+-+--+-+-
cg10381071,I,15,"70,391,035",R,TLE3,-0.0016,0.0006,-2.81,0.0049,4.0E-02,1,0,73.1%,--++-+--+--+----
cg13538006,II,9,"95,897,313",R,NINJ1,-0.0025,0.0009,-2.81,0.0049,4.0E-02,0,0,46.6%,--+------+------
cg20995188,II,2,"106,713,059",R,UXS1,-0.0019,0.0007,-2.81,0.0050,4.0E-02,1,0,50.5%,---+-------+----
cg21400170,I,17,"78,977,614",R,,-0.0034,0.0012,-2.81,0.0050,4.0E-02,0,0,35.3%,---+-+-+--+?-+-+
cg04149978,II,1,"10,764,896",F,CASZ1,-0.0028,0.0010,-2.81,0.0050,4.0E-02,0,0,61.2%,--++-------++---
cg18082112,II,3,"184,870,137",F,C3orf70,-0.0023,0.0008,-2.81,0.0050,4.0E-02,0,0,46.7%,-+------------++
cg24848615,II,19,"3,368,396",R,NFIC,-0.0026,0.0009,-2.81,0.0050,4.0E-02,1,0,79.7%,--+-----+---+++-
cg04259305,II,19,"16,999,093",R,F2RL3,-0.0022,0.0008,-2.81,0.0050,4.0E-02,1,0,70.0%,-----+---+-+--+-
cg22935192,II,10,"11,386,631",F,,0.0017,0.0006,2.81,0.0050,4.0E-02,0,0,35.1%,+++-++--++++++++
cg19783291,II,7,"101,835,912",R,CUX1,0.0018,0.0006,2.81,0.0050,4.0E-02,1,0,71.2%,+++-+---++++++-+
cg19859698,II,14,"61,822,607",F,PRKCH,0.0020,0.0007,2.81,0.0050,4.0E-02,0,0,73.8%,+++-+++--+++++++
cg06393589,I,16,"84,581,885",R,,-0.0013,0.0005,-2.81,0.0050,4.0E-02,0,0,79.8%,---+-+-----?+---
cg00326958,II,10,"43,892,075",R,HNRNPF,-0.0015,0.0005,-2.81,0.0050,4.0E-02,1,0,84.8%,-+---------++---
cg01165661,II,3,"49,157,146",F,USP19,-0.0022,0.0008,-2.81,0.0050,4.0E-02,0,0,48.4%,---------+-+----
cg24718367,I,1,"11,740,508",R,MAD2L2,-0.0027,0.0010,-2.81,0.0050,4.0E-02,0,0,45.0%,-++-----+-----+-
cg26955383,II,10,"105,218,660",R,CALHM1,0.0018,0.0007,2.81,0.0050,4.0E-02,0,0,73.7%,+++-+-+++++++--+
cg04535902,II,1,"92,947,332",R,GFI1,-0.0032,0.0011,-2.81,0.0050,4.0E-02,1,0,82.1%,----?-----++--++
cg24681499,II,1,"42,706,997",R,FOXJ3,0.0020,0.0007,2.81,0.0050,4.0E-02,0,0,64.0%,+++-+++-+++-+-++
cg18178840,II,5,"81,702,289",R,,0.0039,0.0014,2.81,0.0050,4.0E-02,0,0,56.4%,+++++-+++++?+++-
cg11305121,II,2,"121,011,590",F,RALB,-0.0028,0.0010,-2.81,0.0050,4.0E-02,0,0,64.1%,------+-+---++--
cg11385013,I,19,"19,256,748",R,LOC729991-MEF2B;MEF2B,-0.0019,0.0007,-2.81,0.0050,4.0E-02,0,0,66.4%,-----+-----++-+-
cg04956306,I,22,"50,700,563",R,MAPK12,-0.0023,0.0008,-2.81,0.0050,4.0E-02,0,0,54.8%,---+-----+-+----
cg11777498,II,6,"89,673,741",F,RNGTT,-0.0015,0.0005,-2.80,0.0050,4.0E-02,0,0,63.7%,--++--+--++--+--
cg10101600,II,2,"43,478,743",R,THADA,0.0016,0.0006,2.80,0.0050,4.0E-02,0,0,70.9%,+++-+---+---++++
cg18232497,II,1,"11,355,187",F,,-0.0016,0.0006,-2.80,0.0051,4.1E-02,0,0,73.6%,---+-----+----+-
cg14454127,I,5,"399,787",F,AHRR,-0.0015,0.0005,-2.80,0.0051,4.1E-02,1,0,71.2%,--++-++---++--+-
cg18722881,II,11,"22,688,139",R,GAS2,-0.0012,0.0004,-2.80,0.0051,4.1E-02,0,0,44.7%,--------+--+----
cg15270892,II,3,"27,762,352",R,EOMES,0.0020,0.0007,2.80,0.0051,4.1E-02,0,0,64.7%,+++++++-++++-++-
cg17400113,I,15,"93,617,146",R,RGMA,0.0023,0.0008,2.80,0.0051,4.1E-02,0,0,73.4%,+++++-+-+++++++-
cg22045942,II,19,"35,490,561",F,GRAMD1A,-0.0021,0.0008,-2.80,0.0051,4.1E-02,0,0,65.3%,--------+----+--
cg10700718,II,8,"1,992,719",F,MYOM2,0.0030,0.0011,2.80,0.0051,4.1E-02,0,0,57.9%,++--+++-++++-+++
cg16265859,II,1,"19,401,069",R,UBR4,0.0018,0.0007,2.80,0.0052,4.1E-02,1,0,61.2%,++++++---+++++--
cg25323057,II,10,"88,730,481",F,C10orf116;AGAP11,-0.0022,0.0008,-2.80,0.0052,4.1E-02,0,0,59.0%,--+----------+--
cg12668122,II,3,"133,094,221",R,TMEM108,0.0016,0.0006,2.80,0.0052,4.1E-02,0,0,41.7%,++-+++++++-+++--
cg22965943,II,5,"68,787,919",R,OCLN,-0.0024,0.0008,-2.80,0.0052,4.1E-02,0,0,66.3%,-+-----------+++
cg27638284,II,20,"39,127,000",R,,-0.0012,0.0004,-2.79,0.0052,4.1E-02,0,0,23.4%,--------+-------
cg15408734,II,2,"70,369,140",R,,-0.0011,0.0004,-2.79,0.0052,4.2E-02,1,0,73.1%,-----+-+--------
cg09871637,II,1,"87,800,511",F,LMO4,-0.0026,0.0009,-2.79,0.0052,4.2E-02,0,0,68.3%,--------++-+-+--
cg08454563,II,22,"31,040,187",F,SLC35E4,-0.0018,0.0006,-2.79,0.0052,4.2E-02,0,0,71.5%,---+-----+------
cg10845147,I,5,"172,149,624",R,,0.0026,0.0009,2.79,0.0052,4.2E-02,0,0,59.3%,++-+++-+++-+++++
cg17501395,II,6,"149,806,331",R,ZC3H12D,-0.0037,0.0013,-2.79,0.0052,4.2E-02,1,0,76.9%,-+-----+-+----++
cg26348226,II,1,"21,617,442",R,ECE1,-0.0028,0.0010,-2.79,0.0052,4.2E-02,1,0,72.4%,--------+-+----+
cg25918821,II,17,"36,811,232",R,,-0.0029,0.0010,-2.79,0.0052,4.2E-02,0,0,65.5%,-+-------+--+---
cg21010646,I,1,"156,548,201",R,TTC24,-0.0026,0.0009,-2.79,0.0053,4.2E-02,0,0,70.3%,----?-------+-++
cg14625581,I,17,"75,692,478",F,,-0.0034,0.0012,-2.79,0.0053,4.2E-02,0,0,60.0%,-+---+-----?---+
cg03233656,II,2,"65,214,625",F,SLC1A4,-0.0037,0.0013,-2.79,0.0053,4.2E-02,1,0,74.6%,---+-----+-+-+--
cg24287110,II,10,"3,824,687",R,KLF6,-0.0046,0.0017,-2.79,0.0053,4.2E-02,1,0,74.3%,-+-----------++-
cg06693983,I,19,"55,889,216",R,TMEM190,-0.0050,0.0018,-2.79,0.0053,4.2E-02,0,0,66.2%,---+-----+-+-++-
cg21418052,II,13,"31,773,806",R,B3GALTL,-0.0035,0.0013,-2.79,0.0053,4.2E-02,0,0,44.7%,-+-------+-----+
cg20871826,II,17,"3,790,402",F,CAMKK1,-0.0016,0.0006,-2.79,0.0053,4.2E-02,0,0,72.8%,-+---------?+---
cg26130090,II,12,"54,615,724",F,,0.0017,0.0006,2.79,0.0053,4.2E-02,0,0,34.7%,+++++-++++-+++++
cg26343958,II,12,"5,539,662",F,,-0.0031,0.0011,-2.79,0.0053,4.2E-02,0,0,36.1%,---------+------
cg18422587,II,7,"3,134,670",F,,0.0032,0.0012,2.79,0.0053,4.2E-02,0,0,74.3%,+++-+++-++-?-+--
cg20303561,II,14,"91,881,497",F,CCDC88C,-0.0034,0.0012,-2.79,0.0053,4.2E-02,1,0,79.0%,-+---+-----+----
cg05142617,I,2,"95,690,821",F,MAL,-0.0026,0.0009,-2.79,0.0053,4.2E-02,0,0,49.0%,--+--------+-+-+
cg24906410,I,19,"44,249,756",R,C19orf61,-0.0014,0.0005,-2.79,0.0053,4.2E-02,1,0,79.0%,-+-+-----+--+-+-
cg17599748,II,6,"31,589,597",R,SNORA38;BAT2,-0.0025,0.0009,-2.79,0.0053,4.2E-02,1,1,63.2%,------+----+--+-
cg27001603,I,6,"32,086,758",R,ATF6B,-0.0012,0.0004,-2.79,0.0053,4.2E-02,0,0,62.0%,--++--------+++-
cg03671075,II,4,"78,573,680",F,,-0.0052,0.0019,-2.79,0.0053,4.2E-02,0,0,74.3%,-+---??--+-+----
cg05643988,II,10,"121,575,345",R,INPP5F,0.0010,0.0004,2.78,0.0054,4.2E-02,0,0,63.4%,++++++-++++-++--
cg17189494,II,1,"11,740,665",R,MAD2L2,-0.0025,0.0009,-2.78,0.0054,4.2E-02,0,0,57.0%,-+------------+-
cg16417374,II,1,"26,098,310",R,MAN1C1,0.0024,0.0009,2.78,0.0054,4.2E-02,1,0,46.9%,++--+-+-+++++-+-
cg04359840,II,16,"17,563,300",F,XYLT1,-0.0043,0.0015,-2.78,0.0054,4.2E-02,1,0,76.6%,--+-----+--+--+-
cg19325791,II,17,"46,560,683",F,,0.0033,0.0012,2.78,0.0054,4.2E-02,1,0,74.4%,+++++-+-+-+-+-++
cg19918734,II,11,"86,343,931",R,ME3,-0.0019,0.0007,-2.78,0.0054,4.2E-02,1,0,67.2%,---+-------+----
cg21878650,II,5,"64,558,623",F,ADAMTS6,0.0027,0.0010,2.78,0.0054,4.2E-02,1,0,70.5%,++-+???+++++-+-+
cg06631810,II,7,"143,091,890",F,EPHA1,0.0011,0.0004,2.78,0.0054,4.2E-02,0,0,73.4%,+++-+---++++++--
cg25037335,I,8,"740,043",R,,0.0043,0.0015,2.78,0.0054,4.2E-02,0,0,38.5%,++-+?+++++-?-+-+
cg19554457,II,12,"93,774,772",F,NUDT4;NUDT4P1,-0.0025,0.0009,-2.78,0.0054,4.2E-02,0,0,82.1%,----------+--++-
cg16863332,II,10,"64,566,678",F,ADO,-0.0009,0.0003,-2.78,0.0054,4.2E-02,1,0,68.6%,-+-----++-------
cg16009311,I,8,"119,086,762",F,EXT1,-0.0063,0.0023,-2.78,0.0054,4.3E-02,1,0,59.1%,-+-+?------?+---
cg25395188,II,11,"60,897,782",F,VPS37C,-0.0015,0.0005,-2.78,0.0054,4.3E-02,0,0,66.5%,-+-+---+--------
cg13235787,II,12,"117,100,516",F,,-0.0024,0.0009,-2.78,0.0054,4.3E-02,0,0,38.6%,------+--+-++---
cg27484483,II,8,"103,249,853",F,RRM2B,-0.0031,0.0011,-2.78,0.0054,4.3E-02,0,0,76.0%,----???----+?-+-
cg04287574,I,1,"201,619,622",R,NAV1,-0.0089,0.0032,-2.78,0.0054,4.3E-02,0,0,65.1%,-+++-----+-+--++
cg08806699,II,1,"10,057,970",R,RBP7,-0.0019,0.0007,-2.78,0.0054,4.3E-02,0,0,141.8%,--+-----+--?+---
cg23124451,II,22,"39,548,131",F,CBX7,-0.0021,0.0007,-2.78,0.0054,4.3E-02,0,0,48.4%,-++------+--+-++
cg22497969,II,1,"3,143,018",F,PRDM16,0.0036,0.0013,2.78,0.0054,4.3E-02,1,0,56.9%,++++++++++--++++
cg11930955,II,12,"113,660,045",F,TPCN1;IQCD,-0.0015,0.0005,-2.78,0.0054,4.3E-02,1,0,79.7%,-----+---+--+-+-
cg13327545,I,10,"22,623,548",R,,-0.0024,0.0009,-2.78,0.0054,4.3E-02,0,0,50.6%,-----+--+--+----
cg17668731,II,5,"159,696,341",F,CCNJL,0.0013,0.0005,2.78,0.0055,4.3E-02,1,0,72.4%,+++++-+-+++--++-
cg25308086,II,1,"2,996,020",R,PRDM16,-0.0020,0.0007,-2.78,0.0055,4.3E-02,1,0,84.1%,-------++---+---
cg06801385,II,5,"1,152,362",F,,-0.0026,0.0009,-2.78,0.0055,4.3E-02,0,0,60.4%,-+-----+--------
cg10786986,II,X,"13,711,087",F,RAB9A,0.0025,0.0009,2.78,0.0055,4.3E-02,0,0,55.7%,+++++??+??-+-++-
cg14483935,II,12,"49,526,778",F,TUBA1B,-0.0027,0.0010,-2.78,0.0055,4.3E-02,0,0,69.6%,---+--+-+---+-+-
cg11623339,II,5,"138,725,482",R,MGC29506,0.0018,0.0006,2.78,0.0055,4.3E-02,0,0,75.4%,++--++++++-+-+++
cg16589830,II,1,"212,284,214",F,,0.0034,0.0012,2.78,0.0055,4.3E-02,0,0,64.3%,+++-+-+-++++-+++
cg09164898,II,1,"236,559,463",R,EDARADD,-0.0018,0.0006,-2.78,0.0055,4.3E-02,1,0,57.0%,--+-----+-------
cg26916780,II,15,"64,889,554",F,ZNF609,0.0013,0.0005,2.77,0.0055,4.3E-02,0,0,57.0%,+++++-++++---++-
cg15840005,II,1,"2,139,905",R,C1orf86,-0.0013,0.0005,-2.77,0.0056,4.3E-02,1,0,81.5%,---------+-----+
cg02577963,I,19,"5,041,570",F,KDM4B,0.0020,0.0007,2.77,0.0056,4.3E-02,0,0,49.5%,+++-+-+-++-+++++
cg03433699,II,17,"6,916,926",F,RNASEK;C17orf49,-0.0012,0.0004,-2.77,0.0056,4.3E-02,1,0,80.9%,---++---+--+++--
cg12076102,II,17,"62,084,322",R,ICAM2,0.0017,0.0006,2.77,0.0056,4.3E-02,0,0,59.4%,+++-+++-+++-++++
cg05306310,I,21,"43,186,286",R,RIPK4,0.0031,0.0011,2.77,0.0056,4.4E-02,0,0,57.0%,+++++-+++-++-+-+
cg02574805,I,12,"131,814,178",R,,0.0019,0.0007,2.77,0.0056,4.4E-02,0,0,73.8%,+++--+++++-?+-++
cg01381829,II,22,"40,573,054",R,TNRC6B,-0.0019,0.0007,-2.77,0.0056,4.4E-02,0,0,66.6%,--++-+---+---++-
cg02776313,II,22,"50,965,782",F,TYMP;SCO2,-0.0022,0.0008,-2.77,0.0056,4.4E-02,0,0,66.4%,----+----+--+-+-
cg11011533,I,17,"3,674,649",R,ITGAE,0.0025,0.0009,2.77,0.0056,4.4E-02,0,0,48.6%,+++-++++++-+++++
cg19708802,II,17,"48,620,106",F,EPN3,-0.0023,0.0008,-2.77,0.0056,4.4E-02,0,0,58.8%,--+-----+--++-+-
cg05070518,II,17,"7,555,322",F,ATP1B2,0.0011,0.0004,2.77,0.0056,4.4E-02,0,0,73.2%,+++---++++++++++
cg26427498,II,7,"105,987,258",R,,-0.0023,0.0008,-2.77,0.0056,4.4E-02,0,0,68.9%,----------+----+
cg26908328,II,5,"79,552,537",R,SERINC5,-0.0018,0.0007,-2.77,0.0056,4.4E-02,1,0,78.9%,-+--+-----+----+
cg04508114,II,10,"116,444,414",R,ABLIM1,0.0019,0.0007,2.77,0.0056,4.4E-02,0,0,74.9%,++-++-+-+++-++++
cg04958703,II,17,"4,844,722",F,SLC25A11;RNF167,-0.0026,0.0009,-2.77,0.0056,4.4E-02,1,0,48.7%,-+------+---+--+
cg20960181,II,1,"86,094,825",R,,-0.0033,0.0012,-2.77,0.0056,4.4E-02,0,0,60.1%,-------+-+----++
cg21841239,II,1,"86,622,737",R,COL24A1,-0.0017,0.0006,-2.77,0.0057,4.4E-02,0,0,47.3%,--++---+-+-+++--
cg20792436,I,17,"79,972,570",R,ASPSCR1,-0.0030,0.0011,-2.77,0.0057,4.4E-02,1,0,50.7%,---+----------++
cg23025459,I,1,"3,134,420",F,PRDM16,0.0036,0.0013,2.77,0.0057,4.4E-02,1,0,55.6%,+++-+-+++++-++++
cg05335186,II,13,"53,173,507",R,,0.0014,0.0005,2.77,0.0057,4.4E-02,0,0,60.3%,+++-+-+-++++++++
cg10798764,II,6,"31,514,352",R,NFKBIL1;ATP6V1G2,-0.0015,0.0005,-2.77,0.0057,4.4E-02,0,0,49.2%,-+++----+----+--
cg06437209,II,4,"38,330,015",R,,0.0042,0.0015,2.77,0.0057,4.4E-02,0,0,26.6%,-++-+-++-++++-++
cg09350536,II,14,"23,236,725",F,OXA1L,-0.0029,0.0010,-2.77,0.0057,4.4E-02,0,0,62.1%,-+---------++---
cg07826859,II,7,"45,020,086",R,MYO1G,-0.0033,0.0012,-2.76,0.0057,4.4E-02,1,0,85.1%,---+------+++---
cg22563815,II,15,"78,856,949",F,CHRNA5,0.0028,0.0010,2.76,0.0057,4.4E-02,1,0,79.5%,+++---+++-+-+++-
cg21629821,II,19,"46,713,473",F,DKFZp434J0226,0.0034,0.0012,2.76,0.0057,4.4E-02,1,0,64.6%,++-++-+++++-++++
cg23250593,II,3,"196,065,688",R,TM4SF19,0.0021,0.0008,2.76,0.0057,4.4E-02,1,0,56.6%,++-++--+++-+++-+
cg21186955,II,7,"100,729,412",R,TRIM56,0.0025,0.0009,2.76,0.0057,4.4E-02,0,0,69.8%,-+++++-+++++++--
cg06818582,II,15,"67,286,903",R,,-0.0021,0.0008,-2.76,0.0057,4.4E-02,0,0,65.7%,--++-----+----+-
cg02097792,II,11,"2,058,046",R,,-0.0026,0.0009,-2.76,0.0057,4.4E-02,0,0,56.2%,---+-----+--+---
cg19418648,II,5,"176,789,979",R,RGS14,-0.0014,0.0005,-2.76,0.0058,4.4E-02,1,0,57.8%,---+---+-+-?-+-+
cg06477464,II,5,"68,790,044",F,OCLN,-0.0023,0.0008,-2.76,0.0058,4.5E-02,0,0,68.1%,-+------+-----+-
cg05932360,II,6,"15,313,285",R,JARID2,-0.0016,0.0006,-2.76,0.0058,4.5E-02,0,0,54.3%,---+----++-++-++
cg27655512,I,11,"2,287,421",F,,0.0019,0.0007,2.76,0.0058,4.5E-02,0,0,74.4%,+++++++++--+++++
cg14459011,II,4,"103,998,497",R,NHEDC2,-0.0027,0.0010,-2.76,0.0058,4.5E-02,0,0,62.5%,---+-++---+-+---
cg13246856,II,1,"44,399,776",F,ARTN,-0.0038,0.0014,-2.76,0.0058,4.5E-02,0,0,64.8%,-+---+---+--+-+-
cg15095727,II,3,"138,311,508",F,CEP70,-0.0030,0.0011,-2.76,0.0058,4.5E-02,0,0,61.0%,---+???----+-+--
cg00756943,II,15,"91,208,460",R,,-0.0032,0.0012,-2.76,0.0058,4.5E-02,0,0,75.9%,--++---+-+-?----
cg11205006,II,22,"26,875,499",R,HPS4,-0.0032,0.0011,-2.76,0.0058,4.5E-02,0,0,39.4%,--+---+---+-----
cg18188916,II,2,"158,103,335",R,,-0.0009,0.0003,-2.76,0.0059,4.5E-02,0,0,72.0%,-------+---+-+--
cg05010058,II,2,"65,284,262",F,CEP68,-0.0009,0.0003,-2.75,0.0059,4.5E-02,0,0,71.7%,--+-----+--+----
cg17323243,II,5,"141,488,153",R,NDFIP1,-0.0007,0.0003,-2.75,0.0059,4.5E-02,0,0,48.6%,--+------+--++--
cg17156534,II,20,"39,658,922",F,TOP1,-0.0025,0.0009,-2.75,0.0059,4.5E-02,0,0,63.0%,--------+----++-
cg04075184,II,2,"122,290,763",F,CLASP1,-0.0017,0.0006,-2.75,0.0059,4.5E-02,0,0,58.4%,-+-----+-+-----+
cg07931844,II,15,"72,102,213",R,NR2E3,-0.0018,0.0007,-2.75,0.0059,4.5E-02,0,0,55.1%,---+---+-+--+-+-
cg24750308,II,11,"89,225,014",R,NOX4,0.0054,0.0020,2.75,0.0059,4.5E-02,0,0,40.0%,++++++++-++--+++
cg08376141,II,6,"32,116,591",R,PRRT1,0.0027,0.0010,2.75,0.0059,4.5E-02,1,0,67.3%,++++-+++++++--++
cg10549018,II,10,"98,176,740",R,TLL2,0.0033,0.0012,2.75,0.0059,4.6E-02,0,0,73.5%,-+--+++++++-++++
cg01960979,II,16,"1,611,342",F,IFT140,-0.0014,0.0005,-2.75,0.0059,4.6E-02,0,0,58.8%,--+--------+-+++
cg03508063,II,17,"7,124,385",R,DLG4;ACADVL,-0.0022,0.0008,-2.75,0.0059,4.6E-02,0,0,68.6%,-+------+-------
cg14818621,II,17,"75,598,365",R,,0.0022,0.0008,2.75,0.0060,4.6E-02,0,0,68.3%,+++-+-++-+++++++
cg14145338,II,9,"139,649,039",F,LCN8,0.0024,0.0009,2.75,0.0060,4.6E-02,0,0,63.5%,+++---++++++++++
cg17084044,II,1,"1,150,416",F,TNFRSF4,-0.0019,0.0007,-2.75,0.0060,4.6E-02,0,0,81.2%,--+-?+---+-?----
cg05233324,II,2,"8,628,196",R,,-0.0023,0.0008,-2.75,0.0060,4.6E-02,0,0,70.6%,-+------++-----+
cg04256516,II,9,"100,684,122",F,C9orf156,-0.0016,0.0006,-2.75,0.0060,4.6E-02,0,0,73.0%,---+---+----+--+
cg27558387,II,3,"156,966,620",R,,-0.0032,0.0012,-2.75,0.0060,4.6E-02,0,0,64.4%,-+-------+------
cg02288088,I,2,"119,615,605",R,,-0.0023,0.0009,-2.75,0.0060,4.6E-02,0,0,11.1%,-+------+-------
cg14870223,II,3,"39,093,076",R,WDR48,-0.0030,0.0011,-2.75,0.0060,4.6E-02,0,0,52.3%,-+---+---------+
cg12303813,II,1,"205,283,250",F,NUAK2,-0.0019,0.0007,-2.75,0.0060,4.6E-02,0,0,44.8%,--+---+-++-----+
cg02380595,I,16,"85,160,569",F,,-0.0024,0.0009,-2.75,0.0060,4.6E-02,0,0,67.3%,-----++-+--+--+-
cg07119168,II,14,"65,225,253",F,SPTB,0.0016,0.0006,2.75,0.0060,4.6E-02,0,0,77.8%,+++-++++-++-+--+
cg14012925,I,7,"101,556,907",R,CUX1,0.0021,0.0008,2.75,0.0060,4.6E-02,1,0,86.2%,+++-+-+++-++++++
cg06874426,II,17,"47,287,526",F,ABI3;GNGT2,-0.0022,0.0008,-2.75,0.0061,4.6E-02,1,0,64.4%,-------+-+--++-+
cg07742396,II,1,"27,853,060",F,,-0.0021,0.0007,-2.74,0.0061,4.6E-02,0,0,85.1%,--------+---+-+-
cg06186450,II,1,"154,942,910",R,SHC1,-0.0029,0.0011,-2.74,0.0061,4.6E-02,0,0,52.6%,--+-----+---+---
cg18267381,II,3,"21,792,434",F,ZNF385D,-0.0022,0.0008,-2.74,0.0061,4.6E-02,1,0,59.1%,--+--+---+---+-+
cg09507934,II,7,"102,072,549",R,ORAI2,0.0022,0.0008,2.74,0.0061,4.6E-02,0,0,73.8%,++++-++++++?+-++
cg12463578,I,6,"29,644,756",R,ZFP57,-0.0048,0.0018,-2.74,0.0061,4.6E-02,0,0,62.3%,---++---+------+
cg18696027,II,15,"45,002,597",F,B2M,-0.0026,0.0009,-2.74,0.0061,4.6E-02,0,0,54.3%,---+------++----
cg14308466,I,9,"136,781,308",F,VAV2,0.0022,0.0008,2.74,0.0061,4.6E-02,0,0,55.4%,++++++--+-+-++-+
cg11942603,II,2,"69,969,794",F,ANXA4,0.0025,0.0009,2.74,0.0061,4.6E-02,1,0,46.9%,+++-+-+-+++-++++
cg27113347,II,16,"89,760,585",F,CDK10,0.0022,0.0008,2.74,0.0061,4.6E-02,0,0,59.4%,+++-+++--+++++++
cg15952963,II,13,"21,635,959",R,LATS2,0.0007,0.0002,2.74,0.0061,4.6E-02,0,0,58.8%,++++++++++++-++-
cg15011409,II,19,"10,405,226",R,ICAM5,0.0050,0.0018,2.74,0.0061,4.6E-02,0,0,54.8%,+++-++++-++-+-++
cg07796002,I,19,"42,392,337",R,ARHGEF1,0.0018,0.0006,2.74,0.0061,4.6E-02,0,0,72.4%,++++++++++++-+--
cg09423312,II,7,"1,163,549",F,C7orf50,-0.0032,0.0012,-2.74,0.0061,4.6E-02,1,0,71.7%,-+-+-----+------
cg16407699,II,10,"74,020,428",R,,-0.0023,0.0008,-2.74,0.0061,4.6E-02,0,0,66.2%,-------+-+-----+
cg00647165,II,19,"15,550,850",R,WIZ,-0.0014,0.0005,-2.74,0.0061,4.6E-02,0,0,72.2%,-----+--------+-
cg22237300,I,6,"52,171,973",R,,-0.0034,0.0013,-2.74,0.0061,4.6E-02,0,0,65.9%,-----+---++--+-+
cg04468198,I,16,"85,784,951",F,C16orf74,-0.0021,0.0008,-2.74,0.0061,4.6E-02,0,0,61.5%,---+-+--+--+--+-
cg25628989,II,11,"57,093,345",F,TNKS1BP1,-0.0032,0.0012,-2.74,0.0062,4.7E-02,1,0,72.2%,-+---+-+-----+-+
cg05055150,II,19,"35,783,292",F,MAG,0.0015,0.0006,2.74,0.0062,4.7E-02,1,0,78.3%,+-+-+++--++++-++
cg02276831,II,9,"35,406,117",R,LOC158381,-0.0026,0.0010,-2.74,0.0062,4.7E-02,0,0,73.8%,--+----+--------
cg01135546,I,17,"45,949,828",R,,-0.0047,0.0017,-2.74,0.0062,4.7E-02,0,0,54.2%,--+------+------
cg01201215,II,5,"151,137,430",F,ATOX1,-0.0025,0.0009,-2.74,0.0062,4.7E-02,0,0,70.3%,-+-------+-+--+-
cg11376147,II,11,"57,261,198",R,SLC43A1,-0.0019,0.0007,-2.74,0.0062,4.7E-02,0,0,18.2%,-+-+-------+--+-
cg18982073,II,17,"42,275,458",R,ATXN7L3,-0.0015,0.0005,-2.74,0.0062,4.7E-02,0,0,81.6%,--++----------+-
cg10277646,II,2,"129,079,038",F,,-0.0019,0.0007,-2.74,0.0062,4.7E-02,0,0,59.4%,-++-------++--+-
cg13747876,II,17,"80,195,402",F,SLC16A3,0.0019,0.0007,2.74,0.0062,4.7E-02,1,0,58.7%,+++-+++-++-+++-+
cg03566174,II,2,"95,709,308",F,MAL,0.0037,0.0014,2.74,0.0062,4.7E-02,0,0,34.3%,-+---++++-++++++
cg04042106,II,11,"65,628,736",F,MUS81,-0.0007,0.0003,-2.74,0.0062,4.7E-02,0,0,81.5%,-+-+-+--+----+--
cg02869364,I,7,"1,081,709",R,C7orf50,0.0018,0.0007,2.74,0.0062,4.7E-02,1,0,68.1%,++++++++-++--+-+
cg14094409,I,12,"122,712,093",F,DIABLO,0.0016,0.0006,2.74,0.0062,4.7E-02,0,0,73.8%,++++++---+-++--+
cg01940297,II,8,"129,061,191",R,MIR1207;PVT1,-0.0026,0.0010,-2.74,0.0062,4.7E-02,1,1,62.4%,-------+++-+----
cg14345215,I,2,"212,388,373",R,ERBB4,0.0010,0.0004,2.74,0.0062,4.7E-02,0,0,42.5%,+++-+-+---+?+---
